2024-03-05 08:44:39, User3, edit file, success, Presentation.pptx
2024-02-06 08:18:52, User4, logout, success, 
2024-03-06 11:29:40, User3, login, success, 
2024-02-28 14:05:36, User2, open file, success, Report.pdf
2024-02-16 06:41:58, User1, open file, success, Spreadsheet.xlsx
2024-03-01 15:03:20, User1, logout, success, 
2024-02-24 14:22:24, User2, login, success, 
2024-02-11 12:43:38, User4, password failure, failed, 
2024-03-05 20:11:51, User3, delete file, success, Document1.docx
2024-02-05 18:31:11, User1, password failure, failed, 
2024-02-18 14:45:55, User4, edit file, success, Presentation.pptx
2024-02-08 11:20:07, User3, delete file, success, Presentation.pptx
2024-02-24 21:25:01, User1, logout, success, 
2024-02-17 19:25:43, User3, login, success, 
2024-02-27 13:56:19, User3, login, success, 
2024-02-21 16:57:38, User4, open file, success, Presentation.pptx
2024-03-02 15:25:29, User1, delete file, success, Document1.docx
2024-02-08 05:55:05, User2, login, success, 
2024-02-17 15:36:14, User1, login, success, 
2024-02-18 06:37:58, User1, logout, success, 
2024-02-08 18:32:22, User1, logout, success, 
2024-03-02 11:25:47, User2, password failure, failed, 
2024-02-11 11:51:08, User2, login, success, 
2024-02-07 06:56:46, User3, edit file, success, Document1.docx
2024-02-27 17:29:19, User2, login, success, 
2024-03-03 00:30:05, User2, edit file, success, Presentation.pptx
2024-02-06 20:07:33, User3, open file, success, Presentation.pptx
2024-02-13 02:56:33, User3, edit file, success, Presentation.pptx
2024-02-20 05:01:50, User1, login, success, 
2024-02-09 03:12:52, User1, edit file, success, Document1.docx
2024-02-09 14:40:04, User4, password failure, failed, 
2024-02-25 21:06:31, User1, logout, success, 
2024-03-03 01:49:15, User3, edit file, success, Spreadsheet.xlsx
2024-02-17 14:08:07, User3, login, success, 
2024-02-22 18:36:39, User1, edit file, success, Report.pdf
2024-02-07 14:39:14, User3, login, success, 
2024-02-16 23:23:48, User4, open file, success, Presentation.pptx
2024-02-27 20:21:48, User2, delete file, success, Spreadsheet.xlsx
2024-02-14 19:49:20, User4, logout, success, 
2024-02-11 22:20:39, User2, edit file, success, Report.pdf
2024-02-29 16:33:51, User1, edit file, success, Document1.docx
2024-02-12 15:01:48, User1, password failure, failed, 
2024-02-19 19:49:57, User1, delete file, success, Spreadsheet.xlsx
2024-02-21 15:38:07, User2, open file, success, Report.pdf
2024-02-11 14:26:45, User2, delete file, success, Spreadsheet.xlsx
2024-02-14 04:16:30, User2, logout, success, 
2024-02-13 18:17:29, User3, delete file, success, Spreadsheet.xlsx
2024-02-08 20:38:46, User4, logout, success, 
2024-02-07 03:18:00, User4, logout, success, 
2024-02-22 12:24:39, User4, open file, success, Document1.docx
2024-02-16 18:26:15, User2, open file, success, Document1.docx
2024-02-25 16:05:00, User3, open file, success, Spreadsheet.xlsx
2024-02-06 08:24:10, User3, delete file, success, Report.pdf
2024-02-08 04:54:15, User2, password failure, failed, 
2024-03-05 09:20:27, User1, login, success, 
2024-02-24 23:15:31, User3, logout, success, 
2024-02-26 10:52:59, User3, delete file, success, Spreadsheet.xlsx
2024-02-28 20:33:45, User4, delete file, success, Document1.docx
2024-02-09 23:13:55, User1, delete file, success, Document1.docx
2024-02-12 07:27:26, User2, edit file, success, Document1.docx
2024-02-18 08:08:32, User3, login, success, 
2024-02-28 03:32:01, User1, login, success, 
2024-02-29 16:39:09, User4, open file, success, Report.pdf
2024-02-17 22:54:54, User2, password failure, failed, 
2024-02-14 09:00:22, User3, login, success, 
2024-02-21 00:46:40, User1, logout, success, 
2024-02-20 06:03:22, User2, open file, success, Spreadsheet.xlsx
2024-02-16 23:21:24, User4, open file, success, Report.pdf
2024-02-16 09:42:23, User3, password failure, failed, 
2024-02-12 22:48:11, User2, edit file, success, Document1.docx
2024-02-14 06:08:41, User1, edit file, success, Presentation.pptx
2024-02-27 18:37:49, User4, edit file, success, Document1.docx
2024-02-18 05:04:33, User3, edit file, success, Spreadsheet.xlsx
2024-02-10 04:31:32, User1, login, success, 
2024-02-27 21:39:55, User3, edit file, success, Spreadsheet.xlsx
2024-02-29 04:51:30, User3, open file, success, Spreadsheet.xlsx
2024-03-03 08:09:36, User3, delete file, success, Presentation.pptx
2024-02-25 13:21:28, User1, login, success, 
2024-02-15 23:07:49, User4, edit file, success, Presentation.pptx
2024-02-21 07:19:12, User3, logout, success, 
2024-03-03 09:08:01, User3, logout, success, 
2024-02-10 16:00:42, User3, open file, success, Presentation.pptx
2024-03-04 10:15:21, User2, logout, success, 
2024-03-05 11:19:16, User4, password failure, failed, 
2024-03-04 07:37:16, User2, edit file, success, Report.pdf
2024-02-10 08:43:05, User3, password failure, failed, 
2024-02-18 02:52:14, User4, login, success, 
2024-02-06 00:48:04, User4, logout, success, 
2024-03-03 14:03:11, User4, password failure, failed, 
2024-02-11 06:57:49, User2, password failure, failed, 
2024-02-15 21:22:47, User4, edit file, success, Report.pdf
2024-02-13 15:27:46, User2, open file, success, Presentation.pptx
2024-02-22 04:20:21, User2, open file, success, Spreadsheet.xlsx
2024-02-14 08:53:32, User1, edit file, success, Spreadsheet.xlsx
2024-03-06 03:06:02, User2, password failure, failed, 
2024-02-25 19:50:29, User3, open file, success, Spreadsheet.xlsx
2024-02-25 08:53:23, User2, login, success, 
2024-02-29 03:13:15, User3, password failure, failed, 
2024-02-26 09:28:50, User3, password failure, failed, 
2024-02-21 12:27:08, User4, edit file, success, Presentation.pptx
2024-02-16 11:12:52, User4, logout, success, 
2024-02-28 06:40:49, User1, logout, success, 
2024-02-16 03:27:02, User3, delete file, success, Spreadsheet.xlsx
2024-03-01 01:10:56, User2, login, success, 
2024-02-15 20:02:47, User4, login, success, 
2024-03-02 13:30:05, User3, edit file, success, Presentation.pptx
2024-02-18 11:20:18, User2, delete file, success, Document1.docx
2024-02-21 02:25:02, User3, logout, success, 
2024-02-23 00:13:18, User4, logout, success, 
2024-02-24 14:16:23, User4, login, success, 
2024-02-10 16:24:42, User1, edit file, success, Presentation.pptx
2024-03-03 03:39:11, User1, password failure, failed, 
2024-02-11 23:58:23, User2, login, success, 
2024-03-05 19:33:17, User4, login, success, 
2024-02-24 16:04:57, User4, login, success, 
2024-02-09 19:54:41, User4, password failure, failed, 
2024-02-28 00:53:53, User1, password failure, failed, 
2024-02-29 22:05:55, User2, login, success, 
2024-02-06 19:13:50, User4, edit file, success, Document1.docx
2024-02-07 03:26:03, User4, password failure, failed, 
2024-02-22 01:13:15, User1, logout, success, 
2024-02-13 04:10:20, User4, login, success, 
2024-02-21 23:51:31, User4, logout, success, 
2024-02-09 13:29:45, User1, logout, success, 
2024-02-28 19:36:28, User1, password failure, failed, 
2024-02-11 20:18:21, User3, logout, success, 
2024-03-06 15:06:02, User3, password failure, failed, 
2024-02-22 12:41:51, User3, logout, success, 
2024-02-22 07:32:21, User2, open file, success, Spreadsheet.xlsx
2024-02-27 16:28:20, User3, delete file, success, Document1.docx
2024-03-06 14:06:33, User4, login, success, 
2024-03-02 18:52:24, User3, password failure, failed, 
2024-02-23 11:03:37, User3, logout, success, 
2024-02-07 20:52:29, User3, open file, success, Presentation.pptx
2024-03-02 15:27:47, User1, edit file, success, Report.pdf
2024-03-05 12:10:42, User2, delete file, success, Presentation.pptx
2024-02-27 06:46:12, User2, delete file, success, Spreadsheet.xlsx
2024-02-21 00:24:05, User2, login, success, 
2024-02-08 03:42:28, User3, open file, success, Spreadsheet.xlsx
2024-02-17 06:40:07, User1, password failure, failed, 
2024-02-06 17:38:03, User2, password failure, failed, 
2024-02-07 18:57:57, User2, login, success, 
2024-02-23 03:00:03, User2, password failure, failed, 
2024-03-03 20:50:03, User3, password failure, failed, 
2024-03-05 05:19:35, User4, delete file, success, Report.pdf
2024-02-09 10:26:32, User2, password failure, failed, 
2024-02-26 00:27:08, User4, logout, success, 
2024-02-19 06:50:13, User4, login, success, 
2024-02-06 10:15:57, User3, delete file, success, Report.pdf
2024-03-01 02:33:26, User2, login, success, 
2024-02-13 21:46:54, User1, edit file, success, Presentation.pptx
2024-02-12 13:25:40, User4, open file, success, Report.pdf
2024-02-20 01:51:04, User2, password failure, failed, 
2024-02-27 11:21:03, User4, edit file, success, Presentation.pptx
2024-02-13 16:03:21, User1, open file, success, Report.pdf
2024-02-17 18:49:11, User1, open file, success, Document1.docx
2024-02-27 15:51:35, User2, password failure, failed, 
2024-02-26 14:18:06, User3, edit file, success, Presentation.pptx
2024-03-03 06:32:47, User1, open file, success, Report.pdf
2024-02-11 01:42:42, User3, edit file, success, Spreadsheet.xlsx
2024-03-02 23:17:49, User1, login, success, 
2024-02-26 11:52:53, User3, login, success, 
2024-02-21 23:06:14, User4, password failure, failed, 
2024-03-04 00:23:15, User1, password failure, failed, 
2024-02-17 09:50:26, User3, delete file, success, Spreadsheet.xlsx
2024-02-29 14:32:31, User1, delete file, success, Document1.docx
2024-02-12 13:09:17, User1, logout, success, 
2024-02-22 15:46:49, User1, password failure, failed, 
2024-02-27 08:58:55, User2, edit file, success, Document1.docx
2024-02-21 05:59:37, User4, edit file, success, Report.pdf
2024-02-12 04:31:20, User2, login, success, 
2024-02-20 08:30:55, User1, password failure, failed, 
2024-03-06 03:32:38, User3, login, success, 
2024-02-16 17:35:58, User1, logout, success, 
2024-02-14 19:15:34, User4, logout, success, 
2024-02-16 17:06:38, User1, open file, success, Document1.docx
2024-02-24 10:33:03, User2, logout, success, 
2024-02-20 04:38:57, User4, delete file, success, Presentation.pptx
2024-02-09 13:00:24, User3, edit file, success, Spreadsheet.xlsx
2024-02-15 08:00:55, User4, open file, success, Document1.docx
2024-02-26 22:10:06, User2, logout, success, 
2024-02-10 00:11:32, User1, open file, success, Report.pdf
2024-02-10 18:35:25, User2, login, success, 
2024-02-20 17:37:19, User3, open file, success, Report.pdf
2024-02-22 07:46:31, User1, password failure, failed, 
2024-02-27 09:09:58, User2, logout, success, 
2024-02-19 04:23:13, User3, password failure, failed, 
2024-02-15 13:30:19, User4, delete file, success, Spreadsheet.xlsx
2024-02-14 02:18:40, User2, edit file, success, Spreadsheet.xlsx
2024-02-09 21:36:42, User4, password failure, failed, 
2024-02-22 00:28:25, User4, password failure, failed, 
2024-02-20 09:27:48, User2, delete file, success, Spreadsheet.xlsx
2024-02-21 09:45:28, User3, login, success, 
2024-02-16 05:14:54, User3, login, success, 
2024-03-01 14:25:00, User4, password failure, failed, 
2024-02-18 23:34:03, User4, open file, success, Document1.docx
2024-02-17 16:52:13, User2, edit file, success, Presentation.pptx
2024-02-08 23:30:31, User1, password failure, failed, 
2024-02-05 23:29:12, User2, edit file, success, Report.pdf
2024-02-12 17:55:56, User3, password failure, failed, 
2024-02-11 22:20:10, User1, open file, success, Document1.docx
2024-02-11 22:12:21, User4, password failure, failed, 
2024-02-27 05:42:32, User2, edit file, success, Presentation.pptx
2024-02-10 07:48:38, User4, login, success, 
2024-03-01 01:40:30, User4, open file, success, Presentation.pptx
2024-02-07 06:03:01, User4, delete file, success, Presentation.pptx
2024-02-16 04:50:11, User3, password failure, failed, 
2024-02-17 05:46:35, User2, edit file, success, Report.pdf
2024-02-07 03:17:06, User1, logout, success, 
2024-02-06 16:15:56, User2, edit file, success, Spreadsheet.xlsx
2024-02-16 09:22:55, User1, logout, success, 
2024-02-26 00:26:16, User3, login, success, 
2024-02-12 05:27:34, User2, open file, success, Presentation.pptx
2024-02-21 23:30:21, User4, edit file, success, Spreadsheet.xlsx
2024-02-14 21:26:59, User4, logout, success, 
2024-03-03 18:36:07, User4, edit file, success, Report.pdf
2024-02-25 20:16:41, User1, login, success, 
2024-02-27 12:46:16, User4, password failure, failed, 
2024-02-14 11:28:42, User1, password failure, failed, 
2024-03-02 00:55:09, User2, password failure, failed, 
2024-02-29 22:53:43, User4, logout, success, 
2024-02-19 01:57:05, User2, delete file, success, Document1.docx
2024-02-22 00:43:08, User3, edit file, success, Document1.docx
2024-02-08 23:45:10, User4, password failure, failed, 
2024-02-17 03:34:18, User2, edit file, success, Presentation.pptx
2024-02-29 00:42:12, User1, login, success, 
2024-02-11 23:55:17, User1, password failure, failed, 
2024-02-28 05:41:12, User4, logout, success, 
2024-02-13 11:05:04, User1, open file, success, Document1.docx
2024-03-06 04:01:04, User2, delete file, success, Presentation.pptx
2024-02-06 22:26:41, User4, login, success, 
2024-02-06 19:10:45, User4, delete file, success, Presentation.pptx
2024-02-20 17:25:45, User4, open file, success, Document1.docx
2024-02-20 22:13:41, User1, open file, success, Document1.docx
2024-02-15 08:46:02, User4, password failure, failed, 
2024-02-05 17:30:44, User3, logout, success, 
2024-02-24 05:07:53, User4, login, success, 
2024-02-10 00:14:28, User1, password failure, failed, 
2024-02-14 12:48:08, User4, open file, success, Spreadsheet.xlsx
2024-03-05 20:05:35, User2, delete file, success, Document1.docx
2024-02-13 18:10:50, User4, password failure, failed, 
2024-02-11 11:32:19, User3, open file, success, Document1.docx
2024-02-22 15:13:49, User1, password failure, failed, 
2024-03-05 06:21:16, User3, password failure, failed, 
2024-02-16 13:52:24, User4, login, success, 
2024-02-22 07:17:42, User2, password failure, failed, 
2024-02-20 02:41:12, User4, password failure, failed, 
2024-02-25 12:19:53, User2, open file, success, Presentation.pptx
2024-02-10 00:55:22, User3, edit file, success, Presentation.pptx
2024-03-06 13:47:01, User4, edit file, success, Presentation.pptx
2024-03-02 07:39:40, User2, login, success, 
2024-03-05 14:51:20, User1, delete file, success, Report.pdf
2024-02-19 18:45:25, User2, logout, success, 
2024-02-16 08:09:57, User4, delete file, success, Document1.docx
2024-02-23 23:43:46, User3, password failure, failed, 
2024-02-21 09:04:28, User4, open file, success, Report.pdf
2024-02-11 23:32:07, User3, login, success, 
2024-02-12 04:28:19, User1, password failure, failed, 
2024-02-19 01:48:41, User1, delete file, success, Spreadsheet.xlsx
2024-02-17 21:21:38, User2, password failure, failed, 
2024-02-21 01:31:51, User4, password failure, failed, 
2024-02-18 21:16:21, User2, logout, success, 
2024-02-14 07:58:07, User1, login, success, 
2024-02-20 03:53:43, User4, delete file, success, Report.pdf
2024-02-25 08:12:36, User2, login, success, 
2024-02-09 12:38:07, User4, login, success, 
2024-02-14 04:53:27, User1, password failure, failed, 
2024-02-24 19:11:25, User1, logout, success, 
2024-03-06 14:03:47, User1, logout, success, 
2024-02-27 03:09:52, User2, login, success, 
2024-02-20 10:51:57, User3, login, success, 
2024-02-13 06:13:22, User2, password failure, failed, 
2024-03-03 01:50:40, User1, edit file, success, Report.pdf
2024-02-27 18:48:21, User2, open file, success, Document1.docx
2024-02-29 02:29:40, User3, logout, success, 
2024-02-07 10:28:01, User4, logout, success, 
2024-02-13 07:20:26, User4, logout, success, 
2024-02-07 02:19:05, User1, edit file, success, Document1.docx
2024-02-19 04:00:53, User1, delete file, success, Spreadsheet.xlsx
2024-02-06 09:34:38, User3, delete file, success, Document1.docx
2024-02-25 00:40:48, User1, login, success, 
2024-02-24 13:44:19, User3, open file, success, Spreadsheet.xlsx
2024-02-25 15:35:23, User1, password failure, failed, 
2024-02-24 15:11:53, User1, delete file, success, Document1.docx
2024-02-26 13:25:34, User1, delete file, success, Report.pdf
2024-02-18 04:02:14, User2, login, success, 
2024-02-26 05:32:30, User1, logout, success, 
2024-03-06 01:27:44, User2, open file, success, Presentation.pptx
2024-03-03 10:33:23, User2, open file, success, Presentation.pptx
2024-02-17 01:07:43, User3, open file, success, Document1.docx
2024-02-15 23:00:43, User2, login, success, 
2024-02-22 13:31:55, User2, logout, success, 
2024-02-15 21:39:26, User2, open file, success, Document1.docx
2024-02-14 12:23:17, User3, delete file, success, Presentation.pptx
2024-02-06 10:07:59, User3, edit file, success, Presentation.pptx
2024-02-28 20:30:26, User4, delete file, success, Presentation.pptx
2024-02-18 05:25:41, User3, password failure, failed, 
2024-02-20 13:46:46, User1, open file, success, Spreadsheet.xlsx
2024-02-08 10:35:18, User2, edit file, success, Spreadsheet.xlsx
2024-02-28 01:41:43, User4, open file, success, Presentation.pptx
2024-02-06 06:37:01, User4, logout, success, 
2024-03-03 19:30:35, User4, delete file, success, Report.pdf
2024-02-13 13:20:37, User4, open file, success, Spreadsheet.xlsx
2024-02-10 14:02:00, User3, login, success, 
2024-02-25 16:49:15, User2, password failure, failed, 
2024-02-21 23:24:08, User3, password failure, failed, 
2024-02-19 09:25:35, User4, logout, success, 
2024-03-04 16:37:34, User1, open file, success, Document1.docx
2024-02-24 03:01:24, User2, login, success, 
2024-02-11 08:52:45, User1, delete file, success, Report.pdf
2024-02-24 14:50:36, User3, login, success, 
2024-02-29 04:35:01, User1, password failure, failed, 
2024-02-12 18:44:01, User1, open file, success, Document1.docx
2024-02-16 09:53:31, User2, login, success, 
2024-02-26 22:11:59, User1, edit file, success, Presentation.pptx
2024-02-17 02:48:22, User4, login, success, 
2024-02-23 21:12:28, User2, edit file, success, Document1.docx
2024-02-21 05:32:21, User3, logout, success, 
2024-03-04 04:52:20, User3, open file, success, Presentation.pptx
2024-03-01 20:03:27, User1, login, success, 
2024-02-09 10:48:34, User3, password failure, failed, 
2024-02-21 08:36:23, User1, edit file, success, Report.pdf
2024-02-21 03:59:09, User1, logout, success, 
2024-02-18 02:32:28, User4, login, success, 
2024-03-03 16:36:09, User4, password failure, failed, 
2024-02-10 05:31:06, User4, logout, success, 
2024-03-01 02:59:46, User1, logout, success, 
2024-02-10 05:28:11, User4, edit file, success, Document1.docx
2024-02-08 16:46:34, User3, delete file, success, Presentation.pptx
2024-02-05 20:53:27, User2, login, success, 
2024-02-12 04:45:39, User2, password failure, failed, 
2024-02-13 19:57:52, User3, login, success, 
2024-02-24 07:51:43, User4, delete file, success, Spreadsheet.xlsx
2024-02-06 22:48:26, User2, delete file, success, Document1.docx
2024-02-26 01:16:14, User3, login, success, 
2024-02-24 10:22:34, User2, logout, success, 
2024-02-13 04:06:06, User3, logout, success, 
2024-02-14 01:21:12, User3, password failure, failed, 
2024-02-24 20:47:13, User3, login, success, 
2024-02-09 19:27:53, User1, open file, success, Spreadsheet.xlsx
2024-03-04 12:40:07, User4, open file, success, Presentation.pptx
2024-03-03 18:44:55, User2, delete file, success, Document1.docx
2024-02-18 07:24:32, User1, login, success, 
2024-02-29 02:21:49, User4, login, success, 
2024-02-23 19:17:34, User3, password failure, failed, 
2024-03-04 01:37:15, User2, edit file, success, Report.pdf
2024-02-08 14:10:02, User2, password failure, failed, 
2024-02-13 18:42:52, User4, logout, success, 
2024-02-12 20:35:47, User3, logout, success, 
2024-02-12 16:21:44, User1, open file, success, Report.pdf
2024-02-13 14:21:45, User4, edit file, success, Report.pdf
2024-02-25 01:21:35, User4, login, success, 
2024-03-06 09:59:48, User3, delete file, success, Spreadsheet.xlsx
2024-03-04 20:05:49, User2, delete file, success, Spreadsheet.xlsx
2024-03-03 12:45:09, User4, open file, success, Report.pdf
2024-02-20 09:24:52, User1, delete file, success, Document1.docx
2024-02-17 12:43:48, User4, login, success, 
2024-02-18 07:24:27, User4, edit file, success, Presentation.pptx
2024-02-14 06:15:19, User1, delete file, success, Document1.docx
2024-02-07 19:21:05, User4, open file, success, Presentation.pptx
2024-02-10 06:28:45, User1, open file, success, Presentation.pptx
2024-02-11 22:35:24, User1, login, success, 
2024-02-14 15:14:25, User1, edit file, success, Report.pdf
2024-03-03 21:15:57, User4, password failure, failed, 
2024-03-03 08:24:08, User2, open file, success, Presentation.pptx
2024-02-05 23:21:59, User3, password failure, failed, 
2024-02-11 09:49:49, User1, logout, success, 
2024-02-24 15:48:03, User1, password failure, failed, 
2024-02-16 09:43:14, User2, logout, success, 
2024-02-11 03:45:20, User4, password failure, failed, 
2024-02-14 09:50:53, User1, open file, success, Spreadsheet.xlsx
2024-02-13 15:27:01, User3, delete file, success, Presentation.pptx
2024-02-29 23:40:24, User4, password failure, failed, 
2024-02-11 09:05:39, User3, edit file, success, Document1.docx
2024-03-01 17:07:36, User4, edit file, success, Spreadsheet.xlsx
2024-03-05 15:53:31, User4, edit file, success, Document1.docx
2024-02-28 11:54:09, User4, delete file, success, Spreadsheet.xlsx
2024-02-29 17:47:36, User1, edit file, success, Spreadsheet.xlsx
2024-02-12 12:50:55, User4, delete file, success, Report.pdf
2024-02-27 22:05:00, User2, login, success, 
2024-02-10 03:42:13, User1, password failure, failed, 
2024-02-28 12:38:09, User3, login, success, 
2024-02-23 18:18:42, User3, login, success, 
2024-03-03 20:31:03, User3, password failure, failed, 
2024-02-07 05:40:37, User1, password failure, failed, 
2024-02-21 00:31:54, User1, delete file, success, Presentation.pptx
2024-02-15 11:10:01, User2, logout, success, 
2024-02-17 19:04:57, User2, delete file, success, Presentation.pptx
2024-02-18 03:36:03, User3, open file, success, Spreadsheet.xlsx
2024-02-26 01:54:41, User2, open file, success, Report.pdf
2024-02-23 23:02:33, User3, open file, success, Presentation.pptx
2024-03-02 03:34:03, User3, delete file, success, Report.pdf
2024-02-22 17:56:19, User4, login, success, 
2024-02-15 04:28:02, User4, delete file, success, Document1.docx
2024-02-21 20:06:51, User3, open file, success, Presentation.pptx
2024-02-29 22:09:52, User1, logout, success, 
2024-02-14 06:57:13, User4, delete file, success, Presentation.pptx
2024-02-22 11:55:21, User3, logout, success, 
2024-03-02 23:55:10, User1, delete file, success, Presentation.pptx
2024-02-19 04:32:48, User3, open file, success, Presentation.pptx
2024-03-03 13:41:47, User2, logout, success, 
2024-02-13 21:51:40, User1, open file, success, Spreadsheet.xlsx
2024-03-01 07:46:02, User4, delete file, success, Spreadsheet.xlsx
2024-02-19 07:29:43, User3, open file, success, Presentation.pptx
2024-02-29 23:06:58, User2, open file, success, Document1.docx
2024-02-19 12:36:29, User2, logout, success, 
2024-03-02 17:05:02, User1, edit file, success, Report.pdf
2024-02-07 19:21:59, User2, open file, success, Presentation.pptx
2024-02-13 11:07:22, User4, password failure, failed, 
2024-03-02 07:52:47, User3, delete file, success, Presentation.pptx
2024-02-15 22:14:32, User4, logout, success, 
2024-02-18 22:11:28, User3, logout, success, 
2024-03-04 11:58:16, User4, edit file, success, Presentation.pptx
2024-02-12 09:03:44, User1, edit file, success, Spreadsheet.xlsx
2024-02-08 09:00:27, User2, login, success, 
2024-02-26 10:45:38, User2, open file, success, Presentation.pptx
2024-02-06 01:24:01, User4, delete file, success, Presentation.pptx
2024-02-17 20:43:10, User3, logout, success, 
2024-02-14 19:46:27, User1, login, success, 
2024-02-15 02:45:32, User1, delete file, success, Spreadsheet.xlsx
2024-02-23 23:58:50, User3, login, success, 
2024-03-02 05:29:42, User3, password failure, failed, 
2024-02-15 18:46:19, User2, login, success, 
2024-02-06 02:14:42, User1, password failure, failed, 
2024-03-04 12:51:36, User4, login, success, 
2024-02-23 00:41:33, User2, logout, success, 
2024-02-06 02:01:59, User1, login, success, 
2024-02-28 11:24:56, User2, edit file, success, Document1.docx
2024-02-18 11:11:31, User1, open file, success, Spreadsheet.xlsx
2024-02-13 04:34:06, User4, login, success, 
2024-02-27 07:57:33, User3, edit file, success, Report.pdf
2024-02-23 11:26:30, User2, open file, success, Report.pdf
2024-02-10 14:55:20, User1, open file, success, Spreadsheet.xlsx
2024-02-21 08:53:04, User2, delete file, success, Presentation.pptx
2024-02-20 00:21:09, User3, logout, success, 
2024-03-04 04:58:38, User4, logout, success, 
2024-02-23 22:32:09, User4, password failure, failed, 
2024-02-16 21:05:35, User3, delete file, success, Presentation.pptx
2024-02-25 10:06:45, User2, delete file, success, Presentation.pptx
2024-02-08 21:47:26, User4, open file, success, Document1.docx
2024-02-15 11:36:22, User4, delete file, success, Presentation.pptx
2024-02-22 04:01:16, User1, edit file, success, Document1.docx
2024-02-27 05:09:39, User1, edit file, success, Presentation.pptx
2024-02-24 09:20:07, User4, open file, success, Presentation.pptx
2024-02-11 20:50:46, User1, password failure, failed, 
2024-02-09 21:43:59, User2, edit file, success, Document1.docx
2024-02-18 11:35:55, User2, delete file, success, Document1.docx
2024-02-10 08:26:03, User4, login, success, 
2024-02-06 05:46:23, User2, open file, success, Report.pdf
2024-02-22 06:30:07, User2, login, success, 
2024-02-08 22:58:00, User1, edit file, success, Spreadsheet.xlsx
2024-02-08 21:33:47, User3, login, success, 
2024-03-02 12:29:00, User3, edit file, success, Presentation.pptx
2024-02-25 10:02:04, User3, delete file, success, Report.pdf
2024-02-08 12:22:47, User3, password failure, failed, 
2024-02-24 03:34:50, User1, delete file, success, Spreadsheet.xlsx
2024-02-29 16:07:39, User4, login, success, 
2024-02-18 19:57:14, User1, password failure, failed, 
2024-02-13 21:59:30, User1, delete file, success, Document1.docx
2024-02-06 04:02:09, User4, open file, success, Document1.docx
2024-02-28 17:55:44, User4, delete file, success, Presentation.pptx
2024-03-02 07:35:07, User3, open file, success, Report.pdf
2024-02-24 12:17:08, User1, password failure, failed, 
2024-02-05 15:16:57, User4, login, success, 
2024-03-01 02:03:04, User3, login, success, 
2024-02-17 16:35:38, User4, logout, success, 
2024-02-24 10:41:54, User1, open file, success, Document1.docx
2024-02-07 10:43:29, User1, open file, success, Report.pdf
2024-02-23 11:14:02, User4, login, success, 
2024-03-06 02:59:47, User1, password failure, failed, 
2024-02-24 19:04:41, User3, edit file, success, Document1.docx
2024-02-21 05:33:42, User2, delete file, success, Report.pdf
2024-02-12 03:04:54, User1, delete file, success, Document1.docx
2024-02-21 01:08:08, User2, edit file, success, Spreadsheet.xlsx
2024-02-19 06:16:02, User4, password failure, failed, 
2024-02-24 23:22:59, User4, open file, success, Report.pdf
2024-03-03 07:47:35, User1, edit file, success, Report.pdf
2024-02-14 02:08:45, User1, edit file, success, Spreadsheet.xlsx
2024-02-08 06:24:40, User1, logout, success, 
2024-02-06 01:24:00, User4, open file, success, Report.pdf
2024-03-02 00:11:47, User1, delete file, success, Spreadsheet.xlsx
2024-02-13 23:48:47, User2, edit file, success, Report.pdf
2024-02-11 16:35:41, User1, password failure, failed, 
